icao,length_ft,width_ft,surface,le_ident,le_latitude,le_longitude,le_elevation_ft,le_displaced_ft,he_ident,he_latitude,he_longitude,he_elevation_ft,he_displaced_ft
YMIA,3737,98,Unknown,18,-34.22583,142.08967,162,,36,-34.236,142.0885,165,
YMIB,,,Unknown,,,,,,,,,,
YMIG,,,Unknown,,,,,,,,,,
YMIT,4675,98,Hard,11,-26.48633,147.9345,1144,,29,-26.49133,147.9475,1144,
YMJM,4016,50,Hard,12,-34.26333,116.13417,940,,30,-34.26767,116.14633,940,
YMKT,,,Soft,,,,,,,,,,
YMLD,,,Unknown,,,,,,,,,,
YMLS,,,Hard,,,,,,,,,,
YMLT,6500,148,Hard,14R,-41.5385,147.203,560,,32L,-41.5535,147.21583,548,
YMLT,2297,60,Unknown,14L,-41.54117,147.21433,535,,32R,-41.5465,147.21883,545,
YMLT,2264,60,Unknown,18,-41.53933,147.21767,562,,36,-41.54533,147.21533,562,
YMMB,4383,98,Hard,17L,-37.97417,145.0995,49,909,35R,-37.98217,145.10017,37,571
YMMB,4069,60,Unknown,17R,-37.97367,145.097,49,617,35L,-37.98183,145.09783,39,486
YMMB,3783,98,Unknown,13L,-37.97283,145.09867,49,361,31R,-37.98033,145.106,40,
YMMB,3478,60,Unknown,13R,-37.97567,145.09833,47,528,31L,-37.981,145.1035,37,459
YMMI,6562,98,Hard,03,-28.7125,121.8845,1535,,21,-28.6975,121.89583,1535,
YMML,12000,197,Hard,16,-37.65317,144.83483,432,,34,-37.68583,144.841,330,
YMML,7500,148,Unknown,09,-37.66083,144.82217,395,,27,-37.66233,144.84817,407,
YMMN,,,Soft,,,,,,,,,,
YMMU,5085,98,Hard,11,-22.79833,148.69883,547,,29,-22.80383,148.71283,547,
YMND,4081,98,Hard,05,-32.70283,151.48833,85,148,23,-32.697,151.49867,68,148
YMND,1385,59,Unknown,18,-32.69667,151.493,85,,36,-32.70083,151.492,85,
YMNE,5896,98,Hard,11,-27.28367,120.54583,1792,,29,-27.29033,120.56233,1772,
YMNG,6650,148,Hard,05,-36.8935,145.173,457,,23,-36.88267,145.19133,464,
YMNG,4793,148,Unknown,18,-36.88283,145.19,463,,36,-36.89583,145.18733,466,
YMNK,,,Unknown,,,,,,,,,,
YMNY,,,Unknown,,,,,,,,,,
YMOG,5906,98,Hard,16,-28.107,117.83617,1354,,34,-28.12183,117.8435,1325,
YMOG,2953,98,Unknown,04,-28.11783,117.83517,1332,,22,-28.11117,117.8405,1345,
YMOO,,,Unknown,,,,,,,,,,
YMOR,5292,98,Hard,01,-29.50633,149.843,697,,19,-29.4925,149.848,701,
YMOR,3205,60,Unknown,05,-29.50083,149.8365,690,,23,-29.49617,149.84517,696,
YMOU,,,Unknown,,,,,,,,,,
YMPA,,,Unknown,,,,,,,,,,
YMPC,4508,148,Hard,17,-37.92417,144.75333,13,,35,-37.9365,144.75467,8,
YMPC,3730,148,Unknown,04,-37.93633,144.7465,9,,22,-37.9295,144.75617,9,
YMRB,5000,98,Hard,16,-22.05133,148.07533,729,,34,-22.065,148.0775,770,
YMRE,,,Unknown,,,,,,,,,,
YMRW,,,Unknown,,,,,,,,,,
YMRY,4997,98,Hard,18,-35.88883,150.14833,17,,36,-35.90233,150.14483,16,
YMRY,2713,60,Unknown,05,-35.90383,150.14,16,,23,-35.89967,150.1475,13,
YMSF,,,Unknown,,,,,,,,,,
YMTB,,,Unknown,,,,,,,,,,
YMTG,5000,98,Hard,18,-37.74033,140.78967,212,,36,-37.754,140.788,195,
YMTG,3025,98,Unknown,11,-37.746,140.7795,203,,29,-37.75017,140.7885,200,
YMTG,2776,98,Unknown,06,-37.7495,140.77967,199,,24,-37.74617,140.78833,207,
YMTI,4970,98,Hard,09,-16.6605,139.163,33,,27,-16.6625,139.177,33,
YMTI,2661,59,Unknown,12,-16.65667,139.1615,33,,30,-16.66183,139.167,33,
YMTO,4301,100,Hard,16,-24.8845,151.1105,757,,34,-24.89617,151.11283,757,
YMUI,,,Unknown,,,,,,,,,,
YMUL,3803,59,Hard,05,-32.509,115.832,42,,23,-32.50167,115.84067,56,
YMUL,2963,59,Unknown,09,-32.5095,115.83,42,,27,-32.5095,115.83967,42,
YMUR,,,Soft,,,,,,,,,,
YMWA,,,Unknown,,,,,,,,,,
YMYB,5205,98,Hard,17,-25.50633,152.71283,30,,35,-25.52067,152.7145,38,
YMYB,2903,98,Unknown,12,-25.512,152.712,31,,30,-25.51683,152.719,36,
YNAP,,,Unknown,,,,,,,,,,
YNAR,5302,98,Hard,14,-34.69333,146.5055,469,,32,-34.705,146.51583,470,
YNAR,3346,98,Unknown,05,-34.70367,146.509,471,,23,-34.69817,146.518,469,
YNBR,5000,98,Hard,18,-30.314,149.82767,716,,36,-30.3275,149.824,741,
YNBR,3980,98,Unknown,09,-30.3135,149.82467,730,,27,-30.3145,149.83717,786,
YNGB,,,Soft,,,,,,,,,,
YNGU,5020,59,Hard,11,-14.7205,134.74133,40,,29,-14.72633,134.75417,33,
YNHL,3615,98,Hard,18,-36.307,141.64383,444,,36,-36.317,141.64233,421,
YNHL,3281,60,Unknown,09,-36.30983,141.6415,428,,27,-36.31167,141.6525,449,
YNOV,,,Hard,,,,,,,,,,
YNRB,,,Unknown,,,,,,,,,,
YNRC,3668,98,Hard,02,-36.98833,140.724,169,,20,-36.97917,140.72983,169,
YNRC,3438,60,Unknown,08,-36.98083,140.71733,169,,26,-36.97983,140.729,169,
YNRG,,,Unknown,,,,,,,,,,
YNRM,4990,98,Hard,11,-32.2125,148.21783,776,,29,-32.21833,148.22917,782,846
YNRM,3609,148,Unknown,04,-32.21833,148.22083,780,,22,-32.2125,148.23033,781,
YNRV,5512,98,Hard,06,-33.80183,120.2005,193,,24,-33.794,120.216,209,
YNRV,3927,98,Unknown,14,-33.7935,120.20683,200,,32,-33.8015,120.2155,193,
YNSH,,,Unknown,,,,,,,,,,
YNSM,,,Unknown,,,,,,,,,,
YNTM,,,Unknown,,,,,,,,,,
YNTN,5499,98,Hard,14,-17.68083,141.0675,28,,32,-17.6935,141.07617,72,
YNUB,,,Unknown,,,,,,,,,,
YNUL,,,Unknown,,,,,,,,,,
YNUM,4331,59,Soft,15,-14.26433,135.71167,31,,33,-14.27467,135.71783,31,
YNWN,6798,98,Hard,05,-23.42383,119.79483,1724,,23,-23.41333,119.81167,1712,
YNYN,5390,98,Hard,05,-31.55433,147.1955,568,,23,-31.54683,147.2105,566,
YNYN,3484,98,Unknown,18,-31.54467,147.20083,568,,36,-31.554,147.19817,566,
YOAS,,,Soft,,,,,,,,,,
YOAY,,,Hard,,,,,,,,,,
YOEN,4331,98,Soft,12,-12.3225,133.0015,30,,30,-12.32833,133.01217,27,
YOLA,,,Unknown,,,,,,,,,,
YOLD,5220,98,Hard,06,-30.48733,136.86833,338,,24,-30.4825,136.88383,318,
YOLW,5249,98,Hard,03,-21.678,115.1085,23,,21,-21.66467,115.11433,23,
YOOD,,,Soft,,,,,,,,,,
YOOM,5636,98,Hard,12,-28.09433,140.19067,143,,30,-28.1035,140.20467,124,
YORB,,,Hard,,,,,,,,,,
YORG,5499,98,Hard,11,-33.3775,149.12383,3107,,29,-33.38633,149.1385,3112,
YORG,2559,98,Unknown,04,-33.3775,149.1225,3112,,22,-33.37317,149.12933,3087,
YORR,,,Unknown,,,,,,,,,,
YOSB,,,Hard,,,,,,,,,,
YPAC,,,Unknown,,,,,,,,,,
YPAD,10171,148,Hard,05,-34.95767,138.5185,14,492,23,-34.94067,138.54333,20,
YPAD,5420,148,Unknown,12,-34.94117,138.52183,14,,30,-34.94933,138.537,14,
YPAG,5413,98,Hard,15,-32.498,137.7115,56,,33,-32.512,137.71767,45,
YPAM,3766,59,Hard,14,-18.751,146.57817,28,20,32,-18.75917,146.5845,28,16
YPAY,,,Unknown,,,,,,,,,,
YPBH,,,Unknown,,,,,,,,,,
YPBO,6995,148,Hard,06,-23.1755,117.7375,1374,,24,-23.16733,117.75633,1405,
YPCC,8009,148,Hard,15,-12.18217,96.82783,7,,33,-12.20117,96.8395,5,
YPCE,,,Soft,,,,,,,,,,
YPDN,11004,197,Hard,11,-12.40933,130.86533,96,,29,-12.41917,130.8945,81,
YPDN,5000,98,Unknown,18,-12.40883,130.87067,96,,36,-12.42267,130.87067,91,
YPEA,8002,148,Hard,18L,-31.66233,116.01367,119,,36R,-31.68433,116.01667,111,
YPEA,5712,98,Unknown,18R,-31.66883,116.01333,128,,36L,-31.68433,116.01533,108,
YPEA,5548,148,Unknown,05,-31.67233,116.00867,114,,23,-31.6615,116.02117,150,
YPEC,,,Soft,,,,,,,,,,
YPED,8399,148,Hard,18,-34.6945,138.6175,59,,36,-34.71717,138.613,52,
YPED,6437,148,Unknown,04,-34.71117,138.61617,51,,22,-34.69933,138.632,66,
YPEF,,,Unknown,,,,,,,,,,
YPFT,,,Soft,,,,,,,,,,
YPGV,6750,148,Hard,13,-12.26883,136.81717,205,,31,-12.28083,136.83183,185,
YPID,,,Unknown,,,,,,,,,,
YPIR,3507,98,Hard,17,-33.23517,137.9915,35,,35,-33.24467,137.99133,35,
YPIR,3422,98,Unknown,08,-33.23817,137.99117,35,,26,-33.23817,138.00233,38,
YPIR,2205,98,Unknown,03,-33.241,137.998,38,,21,-33.2365,138.00283,38,
YPJT,4567,98,Hard,06L,-32.1,115.8745,94,432,24R,-32.094,115.88433,94,432
YPJT,3773,59,Unknown,06R,-32.10083,115.87683,95,,24L,-32.09483,115.88683,94,
YPJT,3248,98,Unknown,12,-32.1,115.8725,94,,30,-32.10367,115.882,94,
YPKA,7480,98,Hard,08,-20.714,116.76467,32,,26,-20.71167,116.7865,20,
YPKG,6562,148,Hard,11,-30.78833,121.4545,1203,,29,-30.79483,121.474,1147,
YPKG,3937,59,Unknown,18,-30.7815,121.462,1166,,36,-30.79233,121.46067,1187,
YPKL,,,Hard,,,,,,,,,,
YPKS,5525,148,Hard,04,-33.13717,148.2305,1029,,22,-33.12867,148.24533,1067,
YPKS,5322,98,Unknown,11,-33.12467,148.23033,1033,,29,-33.13233,148.243,1069,568
YPKT,4626,76,Hard,16,-14.2435,129.528,91,,34,-14.25567,129.53233,91,
YPKU,5999,98,Hard,12,-15.77383,128.70167,141,,30,-15.782,128.7165,144,
YPLC,4918,98,Hard,01,-34.61267,135.87667,9,,19,-34.59967,135.88133,20,
YPLC,4757,98,Unknown,15,-34.599,135.87517,36,,33,-34.61083,135.88217,5,
YPLC,4183,98,Unknown,05,-34.60733,135.875,21,,23,-34.60117,135.88667,13,
YPLM,9997,150,Hard,18,-22.22,114.09083,13,,36,-22.2475,114.0885,19,
YPLU,,,Unknown,,,,,,,,,,
YPMH,,,Hard,,,,,,,,,,
YPMP,4462,98,Hard,14,-14.891,141.60617,10,,32,-14.90183,141.61233,10,
YPMQ,5249,98,Hard,03,-31.44133,152.85833,10,,21,-31.42883,152.86667,15,
YPMQ,2283,60,Unknown,10,-31.43267,152.86583,12,,28,-31.43517,152.87267,12,
YPNN,,,Unknown,,,,,,,,,,
YPOD,5302,98,Hard,08,-38.3195,141.46267,256,,26,-38.31883,141.48117,261,
YPOD,3871,98,Unknown,17,-38.31367,141.46617,265,,35,-38.32433,141.46683,251,
YPOK,,,Unknown,,,,,,,,,,
YPPD,8202,148,Hard,14,-20.37417,118.62167,23,,32,-20.39067,118.63783,33,
YPPD,3281,59,Unknown,18,-20.37033,118.62933,27,,36,-20.37933,118.62883,29,
YPPF,4429,59,Hard,03L,-34.80383,138.63067,39,,21R,-34.793,138.63767,49,
YPPF,4196,98,Unknown,03R,-34.80217,138.63433,35,,21L,-34.792,138.641,55,
YPPF,3255,59,Unknown,08R,-34.79567,138.62333,35,,26L,-34.79483,138.63417,41,
YPPF,3143,59,Unknown,08L,-34.7935,138.62483,31,,26R,-34.79283,138.63517,46,
YPPH,11299,148,Hard,03,-31.95867,115.95967,67,,21,-31.92867,115.9685,43,
YPPH,7096,148,Unknown,06,-31.941,115.95917,58,,24,-31.93083,115.97883,58,
YPTB,,,Unknown,,,,,,,,,,
YPTN,9003,148,Hard,14,-14.51217,132.36883,428,,32,-14.53083,132.3855,442,
YPWH,,,Soft,,,,,,,,,,
YPWR,7782,148,Hard,18,-31.13517,136.81383,537,,36,-31.15633,136.81133,548,
YPWR,5295,98,Unknown,12,-31.13683,136.815,538,,30,-31.14517,136.82883,540,
YPXM,6900,148,Hard,18,-10.43983,105.69033,916,,36,-10.45883,105.69167,810,
YQDI,5807,98,Soft,14,-31.49083,150.5145,1023,,32,-31.503,150.5265,1026,
YQLP,4898,98,Hard,09,-26.60883,144.25,642,,27,-26.60983,144.265,653,
YQNS,,,Unknown,,,,,,,,,,
YQRN,,,Unknown,,,,,,,,,,
YRBE,,,Unknown,,,,,,,,,,
YRBN,,,Unknown,,,,,,,,,,
YRED,,,Unknown,,,,,,,,,,
YREN,5709,98,Hard,07,-34.20033,140.6595,109,,25,-34.19617,140.67767,109,
YREN,3360,98,Unknown,18,-34.19633,140.67867,112,,36,-34.2055,140.67767,112,
YRID,,,Unknown,,,,,,,,,,
YRLL,,,Soft,,,,,,,,,,
YRMD,5000,98,Hard,09,-20.70017,143.1065,658,,27,-20.70217,143.121,675,
YRNG,4525,59,Hard,09,-12.35683,134.88583,206,,27,-12.35733,134.8985,206,
YROB,,,Unknown,,,,,,,,,,
YROI,,,Soft,,,,,,,,,,
YROM,4934,98,Hard,18,-26.53767,148.77717,999,,36,-26.551,148.774,997,
YROM,2628,98,Unknown,09,-26.54417,148.76633,1030,,27,-26.5455,148.77417,1000,
YRSB,,,Unknown,,,,,,,,,,
YRSY,,,Unknown,,,,,,,,,,
YRTI,4242,59,Hard,09,-32.00633,115.53283,12,,27,-32.00633,115.54467,8,574
YRTP,,,Unknown,,,,,,,,,,
YSBK,4646,98,Hard,11C,-33.92017,150.9845,23,508,29C,-33.9265,150.99583,26,196
YSBK,3609,98,Unknown,11L,-33.92017,150.98667,22,,29R,-33.92567,150.9965,34,
YSBK,3419,75,Unknown,11R,-33.92167,150.98517,18,,29L,-33.92683,150.9945,22,
YSCA,,,Unknown,,,,,,,,,,
YSCB,10771,148,Hard,17,-35.29067,149.1945,1874,,35,-35.31483,149.1945,1870,1973
YSCB,5508,148,Unknown,12,-35.30067,149.18517,1849,,30,-35.31,149.19883,1886,328
YSCH,6824,148,Hard,03,-30.3385,153.10667,14,,21,-30.32433,153.12083,18,
YSCH,2785,59,Unknown,10,-30.31683,153.11517,9,407,28,-30.31883,153.1225,15,
YSCN,4804,98,Hard,06,-34.04067,150.68067,221,,24,-34.03667,150.69083,226,1408
YSCN,2372,98,Unknown,10,-34.0415,150.68167,221,,28,-34.04383,150.689,225,
YSCO,4606,98,Hard,11,-32.03483,150.826,741,,29,-32.0415,150.8385,705,
YSCR,,,Unknown,,,,,,,,,,
YSDU,5604,148,Hard,05,-32.22283,148.56883,935,,23,-32.21367,148.5835,903,
YSDU,3501,60,Unknown,11,-32.21433,148.5735,910,,29,-32.219,148.58333,927,
YSEN,,,Soft,,,,,,,,,,
YSFL,,,Unknown,,,,,,,,,,
YSGE,4987,98,Hard,11,-28.04683,148.58883,654,,29,-28.05383,148.60217,655,
YSGR,,,Soft,,,,,,,,,,
YSGT,,,Unknown,,,,,,,,,,
YSGW,,,Unknown,,,,,,,,,,
YSHG,,,Hard,,,,,,,,,,
YSHK,5545,98,Hard,18,-25.888,113.577,111,,36,-25.90283,113.5775,111,
YSHR,,,Hard,,,,,,,,,,
YSHT,4521,60,Hard,18,-36.42217,145.393,374,459,36,-36.43233,145.39067,373,295
YSHT,1388,98,Unknown,09,-36.4295,145.39083,374,,27,-36.43017,145.39567,374,
YSHW,,,Unknown,,,,,,,,,,
YSII,,,Soft,,,,,,,,,,
YSLK,,,Soft,,,,,,,,,,
YSMB,,,Unknown,,,,,,,,,,
YSMI,5246,60,Hard,06,-40.83867,145.07483,31,,24,-40.834,145.09067,21,571
YSMI,2034,98,Unknown,10,-40.831,145.08467,21,,28,-40.833,145.09067,22,
YSNB,4724,98,Hard,13,-11.41383,130.64367,157,,31,-11.422,130.65383,173,
YSNF,6398,150,Hard,11,-29.03667,167.93017,321,197,29,-29.0455,167.94617,366,197
YSNF,4708,98,Unknown,04,-29.0465,167.93317,325,,22,-29.03817,167.9445,366,
YSNW,6870,148,Hard,08,-34.94783,150.52667,400,,26,-34.94933,150.5485,362,298
YSNW,6713,148,Unknown,03,-34.94883,150.53633,357,,21,-34.93583,150.55217,376,
YSPE,5597,98,Hard,08,-28.62167,151.97133,2859,,26,-28.62217,151.98867,2934,
YSPI,,,Soft,,,,,,,,,,
YSPK,,,Unknown,,,,,,,,,,
YSPT,,,Soft,,,,,,,,,,
YSRD,,,Soft,,,,,,,,,,
YSRI,7001,148,Hard,10,-33.60167,150.77117,66,,28,-33.60733,150.79317,53,
YSRN,,,Soft,,,,,,,,,,
YSRT,,,Unknown,,,,,,,,,,
YSSY,12999,148,Hard,16R,-33.93017,151.17183,8,279,34L,-33.96433,151.18067,14,
YSSY,8301,148,Unknown,07,-33.94383,151.16367,16,,25,-33.93783,151.18883,20,324
YSSY,7999,148,Unknown,16L,-33.95167,151.18883,16,758,34R,-33.97083,151.19383,13,125
YSTA,3278,60,Hard,18,-36.63783,143.185,639,456,36,-36.6455,143.18383,639,
YSTA,1755,60,Unknown,09,-36.64433,143.17733,639,,27,-36.645,143.18317,639,
YSTH,,,Soft,,,,,,,,,,
YSTO,,,Unknown,,,,,,,,,,
YSTW,7218,148,Hard,12L,-31.07117,150.83683,1283,,30R,-31.0845,150.85383,1326,
YSTW,3642,59,Unknown,12R,-31.08133,150.83283,1318,,30L,-31.088,150.84133,1334,
YSTW,3346,98,Unknown,18,-31.07733,150.84633,1292,121,36,-31.08617,150.8445,1334,
YSTW,2762,98,Unknown,06,-31.08317,150.84267,1313,,24,-31.08117,150.85117,1310,
YSWG,5800,148,Hard,05,-35.167,147.46017,711,,23,-35.15967,147.47733,701,
YSWG,5007,98,Unknown,12,-35.16067,147.45683,692,,30,-35.1685,147.4705,724,
YSWH,4905,98,Hard,08,-35.37483,143.52483,229,,26,-35.37517,143.54133,226,
YSWH,3166,59,Unknown,04,-35.382,143.531,232,,22,-35.37633,143.539,227,
YSWH,2329,98,Unknown,15,-35.37617,143.535,229,,33,-35.382,143.53817,228,
YSWL,4603,98,Hard,11,-37.06567,142.72683,807,,29,-37.07083,142.74117,807,
YSWL,2802,60,Unknown,18,-37.07133,142.7415,807,,36,-37.079,142.74067,807,
YTAA,,,Unknown,,,,,,,,,,
YTAM,,,Soft,,,,,,,,,,
YTBB,3599,59,Hard,15,-34.35683,136.09367,32,,33,-34.36617,136.09767,11,
YTBR,,,Unknown,,,,,,,,,,
YTDN,,,Unknown,,,,,,,,,,
YTDR,,,Unknown,,,,,,,,,,
YTEE,5902,98,Hard,14,-21.82867,140.8825,891,,32,-21.84167,140.89267,876,
YTEF,6562,98,Hard,12,-21.71167,122.2205,969,,30,-21.72117,122.23683,945,
YTEM,4816,98,Hard,18,-34.4175,147.515,905,,36,-34.4305,147.51267,915,
YTEM,2674,98,Unknown,09,-34.42183,147.508,910,,27,-34.423,147.51667,910,
YTFA,,,Soft,,,,,,,,,,
YTGM,4800,98,Hard,13,-27.98133,143.8075,429,,31,-27.99167,143.817,427,
YTGM,2776,98,Unknown,04,-27.995,143.80817,429,,22,-27.99017,143.81483,428,
YTGT,7664,98,Soft,11,-20.544,130.3405,1296,,29,-20.5535,130.3605,1296,
YTHY,,,Unknown,,,,,,,,,,
YTIB,5026,98,Hard,15,-29.444,142.05383,584,,33,-29.45717,142.059,584,
YTIB,3202,60,Unknown,02,-29.4575,142.05417,547,,20,-29.44967,142.05933,561,
YTKS,,,Unknown,,,,,,,,,,
YTLP,,,Unknown,,,,,,,,,,
YTMB,,,Unknown,,,,,,,,,,
YTMN,,,Unknown,,,,,,,,,,
YTMO,,,Hard,,,,,,,,,,
YTMU,3478,60,Hard,17,-35.2635,148.24067,845,,35,-35.273,148.24033,863,
YTNG,5009,98,Hard,10,-24.49267,150.57183,644,,28,-24.49767,150.58583,644,
YTNG,2605,98,Unknown,14,-24.49217,150.5755,630,,32,-24.49767,150.5805,641,
YTNK,6427,98,Hard,07,-19.63583,134.16967,1204,,25,-19.63117,134.18767,1231,
YTNK,3458,59,Unknown,11,-19.63383,134.176,1212,,29,-19.6385,134.18467,1226,
YTOC,4177,98,Hard,18,-35.80417,145.606,367,,36,-35.8155,145.60383,370,
YTOC,3937,98,Unknown,09,-35.81,145.595,365,,27,-35.81167,145.60817,372,
YTOT,,,Unknown,,,,,,,,,,
YTQY,,,Unknown,,,,,,,,,,
YTRE,4934,98,Hard,04,-31.89217,152.51083,32,377,22,-31.88333,152.52117,7,
YTST,5906,98,Hard,12,-14.08233,126.373,125,,30,-14.09233,126.38617,181,
YTTI,3222,148,Unknown,14,-13.7485,126.1465,15,,32,-13.756,126.15133,15,
YTWB,4000,98,Hard,11,-27.5405,151.91267,2076,,29,-27.54533,151.92367,2069,
YTWB,2165,58,Unknown,06,-27.54417,151.91117,2060,,24,-27.54233,151.9175,2086,
YTWN,,,Unknown,,,,,,,,,,
YTY,,,Hard,,,,,,,,,,
YTYA,,,Soft,,,,,,,,,,
YTYH,,,Soft,,,,,,,,,,
YUDA,,,Unknown,,,,,,,,,,
YUDG,,,Unknown,,,,,,,,,,
YUNY,,,Unknown,,,,,,,,,,
YVRD,,,Unknown,,,,,,,,,,
YVRS,,,Unknown,,,,,,,,,,
YWAG,,,Unknown,,,,,,,,,,
YWAV,,,Unknown,,,,,,,,,,
YWBI,,,Unknown,,,,,,,,,,
YWBL,4501,98,Hard,13,-38.28983,142.44133,242,,31,-38.299,142.45183,218,
YWBL,3507,98,Unknown,04,-38.29867,142.44367,228,,22,-38.29233,142.45267,232,
YWBN,,,Unknown,,,,,,,,,,
YWBR,5216,75,Hard,18,-26.11883,126.58383,1500,,36,-26.133,126.5825,1510,
YWBS,,,Soft,,,,,,,,,,
YWCA,3051,60,Hard,03,-31.52717,143.37533,250,,21,-31.5205,143.38133,250,
YWCH,,,Soft,,,,,,,,,,
YWCK,5381,75,Hard,09,-28.14833,151.93483,1513,,27,-28.15067,151.9515,1526,
YWDG,,,Hard,,,,,,,,,,
YWDH,4508,98,Hard,04,-25.4145,142.6635,430,,22,-25.4065,142.674,433,
YWDL,,,Unknown,,,,,,,,,,
YWEL,,,Unknown,,,,,,,,,,
YWGM,,,Soft,,,,,,,,,,
YWGT,5381,98,Hard,18,-36.40833,146.30967,499,,36,-36.423,146.307,504,
YWGT,1739,59,Unknown,09,-36.419,146.29967,501,,27,-36.41967,146.3055,500,
YWHA,5531,148,Hard,17,-33.05283,137.5195,35,,35,-33.06783,137.52117,26,
YWHA,4619,98,Unknown,05,-33.05867,137.50717,39,,23,-33.05133,137.51933,34,
YWHC,,,Unknown,,,,,,,,,,
YWIS,5928,98,Hard,14,-22.46667,150.17467,89,,32,-22.481,150.18317,89,
YWKB,4501,98,Hard,08,-36.32217,142.413,397,,26,-36.32117,142.42817,395,
YWKB,2503,98,Unknown,17,-36.3175,142.41833,382,,35,-36.32433,142.419,394,
YWKI,3151,59,Hard,08,-34.18717,140.02367,138,,26,-34.18633,140.03417,138,
YWKI,2736,59,Unknown,02,-34.1835,140.031,138,,20,-34.17667,140.0345,138,
YWKS,10500,148,Unknown,09T,-66.6875,111.49167,2363,,27T,-66.68883,111.56383,2529,
YWKW,,,Unknown,,,,,,,,,,
YWLG,5335,98,Hard,05,-30.03733,148.11833,439,,23,-30.02967,148.13267,439,
YWLG,3783,98,Unknown,18,-30.02667,148.12633,438,,36,-30.03683,148.12417,438,
YWLM,7999,148,Hard,12,-32.78883,151.82483,30,,30,-32.803,151.84467,22,
YWLU,5640,98,Hard,15,-26.62667,120.2175,1649,,33,-26.6395,120.227,1649,
YWLU,3999,98,Unknown,03,-26.63717,120.21583,1649,,21,-26.628,120.22267,1649,
YWMC,,,Soft,,,,,,,,,,
YWMP,,,Unknown,,,,,,,,,,
YWND,,,Unknown,,,,,,,,,,
YWOL,5967,98,Hard,16,-34.5515,150.78533,22,,34,-34.56617,150.78883,29,577
YWOL,4367,98,Unknown,08,-34.56233,150.78167,29,,26,-34.56317,150.79533,18,295
YWRL,,,Unknown,,,,,,,,,,
YWRN,3894,60,Hard,09,-31.73333,147.80317,669,,27,-31.735,147.8155,669,
YWRN,3461,98,Unknown,03,-31.74067,147.7925,669,,21,-31.7335,147.79983,669,
YWSG,,,Unknown,,,,,,,,,,
YWSL,5010,98,Hard,09,-38.08967,146.95667,62,,27,-38.092,146.97383,69,
YWSL,2293,98,Unknown,14,-38.09183,146.96417,93,,32,-38.097,146.96867,93,
YWSL,1640,98,Unknown,05,-38.09483,146.96183,76,,23,-38.09233,146.96667,72,
YWTL,,,Unknown,,,,,,,,,,
YWTN,4600,98,Hard,14,-22.357,143.08267,638,,32,-22.368,143.08967,617,
YWTO,,,Soft,,,,,,,,,,
YWUD,4954,98,Hard,14,-33.0345,135.44067,306,,32,-33.0455,135.45,277,
YWUD,3081,59,Unknown,07,-33.04433,135.43967,310,,25,-33.04217,135.44933,283,
YWVA,,,Hard,,,,,,,,,,
YWWI,,,Hard,,,,,,,,,,
YWWL,5200,98,Hard,09,-33.938,147.18117,858,,27,-33.94017,147.19817,841,
YWWL,2559,60,Unknown,04,-33.93967,147.19267,848,,22,-33.9345,147.19833,858,
YWYA,,,Unknown,,,,,,,,,,
YWYF,,,Soft,,,,,,,,,,
YWYM,5272,59,Hard,12,-15.5045,128.14883,13,,30,-15.51267,128.16117,12,
YWYM,3287,98,Unknown,18,-15.5045,128.14967,13,,36,-15.51317,128.14883,13,
YWYY,5413,98,Hard,09,-40.99683,145.724,62,,27,-40.99917,145.74333,33,
YWYY,2516,98,Unknown,05,-40.998,145.72317,61,,23,-40.99517,145.7315,27,50
YYKI,,,Hard,,,,,,,,,,
YYMI,,,Soft,,,,,,,,,,
YYND,4724,60,Hard,12,-22.25217,131.775,2205,,30,-22.26,131.78617,2205,
YYNG,4003,60,Hard,01,-34.26083,148.2455,1267,,19,-34.25033,148.24883,1251,
YYRM,,,Soft,,,,,,,,,,
YYRN,,,Soft,,,,,,,,,,
YYWG,3750,76,Hard,01,-36.03667,146.02533,421,,19,-36.02717,146.03017,424,59
Z13,3300,60,Gravel,01,60.90983,-161.4975,22.8,,19,60.91783,-161.48917,22.8,
Z14,1200,40,Gravel,13,,,,,31,,,,
Z17,1940,60,Gravel-Dirt,11,63.14767,-156.53333,587.0,,29,63.14417,-156.5245,595.0,
Z25,1250,50,Turf-Gravel,11,,,,,29,,,,
Z25,850,40,Gravel-Dirt,18,,,,,36,,,,
Z40,3000,75,Gravel,08,61.39483,-149.85083,78.0,,26,61.39433,-149.83367,78.0,
Z41,4541,188,Water,E,,,,,W,,,,
Z41,2200,75,Gravel-Dirt,14,61.18933,-149.96817,74.6,,32,61.184,-149.96267,79.3,
Z41,1930,200,Water,N,,,,,S,,,,
Z41,1369,150,Water,SE,,,,,NW,,,,
Z47,2000,60,Gravel-Dirt,16,64.68183,-165.3,143.0,,34,64.67633,-165.29833,137.0,
Z48,1800,25,Turf-Dirt,15,,,,,33,,,,
Z52,1325,30,Gravel,09,,,,,27,,,,
Z52,820,20,Gravel-Dirt,18,,,,,36,,,,
Z55,2900,60,Gravel,13,62.295,-146.58167,2480.2,,31,62.28817,-146.57317,2474.1,
Z81,2000,55,Gravel,15,64.91167,-165.01667,509.0,,33,64.90633,-165.01267,476.0,
Z90,1960,40,Turf,15,63.75383,-150.331,1833.0,,33,63.7485,-150.3295,1852.0,
Z91,4000,75,Gravel,16,66.27983,-145.8155,439.7,,34,66.26917,-145.82083,439.5,
